M尽/Ano Aprova豪o;Linha/Programa;Agente Financeiro;Tipo de Agricultura;Benefici㎎ios;Estado;Regi黍;Valor Aprovado R$;Nｼ de Opera惚es
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;24.870.906,8;81
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;21.153.992,5;49
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;29.336.449,8;78
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PERNAMBUCO          ;NORDESTE            ;144.000,0;1
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;385.250,0;2
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO NORTE ;NORDESTE            ;268.800,0;1
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;17.313.039,5;39
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;2.556.381,6;12
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;1.698.794,3;7
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;29.129.248,9;80
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SERGIPE             ;NORDESTE            ;398.060,0;2
 3/2021;Bndes Cr仕ito Rural;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;18.220.268,1;43
 3/2021;Bndes Cr仕ito Rural;BRDE;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;70.000,0;1
 3/2021;Bndes Cr仕ito Rural;BRDE;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;100.000,0;1
 3/2021;Bndes Cr仕ito Rural;BTG PACTUAL;Agricultura Empresarial;Empresas Agro;SAO PAULO           ;SUDESTE             ;25.000.000,0;1
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;1.260.000,0;1
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Empresas Agro;PARA                ;NORTE               ;3.056.400,0;1
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Empresas Agro;SAO PAULO           ;SUDESTE             ;109.650,0;1
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;414.900,0;3
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;1.940.068,5;5
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;3.878.650,0;6
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;6.733.926,4;3
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;3.543.100,0;5
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;861.900,0;3
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;3.779.250,0;9
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;2.376.700,0;3
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;1.253.200,0;3
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;3.605.656,9;7
 3/2021;Bndes Cr仕ito Rural;CNH;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;3.170.000,0;3
 3/2021;Bndes Cr仕ito Rural;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;307.000,0;2
 3/2021;Bndes Cr仕ito Rural;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;366.000,0;3
 3/2021;Bndes Cr仕ito Rural;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;1.118.305,1;12
 3/2021;Bndes Cr仕ito Rural;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;34.200,0;1
 3/2021;Bndes Cr仕ito Rural;CRESOL SC-RS;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;745.300,0;2
 3/2021;Bndes Cr仕ito Rural;DESENBAHIA;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;1.299.200,0;1
 3/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;242.800,0;2
 3/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;AMAZONAS            ;NORTE               ;138.375,0;1
 3/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;293.910,0;4
 3/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;274.000,0;2
 3/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;3.429.341,0;34
 3/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;1.227.256,2;12
 3/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;764.415,0;3
 3/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;5.636.598,0;37
 3/2021;Bndes Cr仕ito Rural;DLL;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;794.610,4;8
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Empresas Agro;BAHIA               ;NORDESTE            ;3.159.000,0;12
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Empresas Agro;MARANHAO            ;NORDESTE            ;1.782.000,0;1
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;3.329.950,0;4
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Empresas Agro;MATO GROSSO DO SUL  ;CENTRO OESTE        ;445.500,0;1
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;244.000,0;1
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;204.249,5;2
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;3.314.000,0;2
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;33.987.909,5;49
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;4.504.575,0;10
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.321.965,5;6
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;7.393.700,0;12
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;10.896.507,0;26
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;4.889.280,0;11
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;645.000,0;2
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;2.297.725,0;5
 3/2021;Bndes Cr仕ito Rural;JOHN DEERE;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;1.917.760,0;6
 3/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;1.118.600,0;2
 3/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;101.700,0;2
 3/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;10.863.274,0;13
 3/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;18.798.145,9;15
 3/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;9.550.850,0;10
 3/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;4.671.388,8;20
 3/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;491.300,0;1
 3/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;540.000,0;1
 3/2021;Bndes Cr仕ito Rural;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;2.330.500,3;6
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Empresas Agro;BAHIA               ;NORDESTE            ;753.100,0;1
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;ACRE                ;NORTE               ;722.800,0;4
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;1.085.000,0;2
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;70.975,0;1
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;7.824.806,0;12
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;4.676.000,0;11
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;2.864.177,0;7
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;1.616.600,0;4
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;746.800,0;4
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;7.084.272,6;11
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;412.330,0;2
 3/2021;Bndes Cr仕ito Rural;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;1.350.765,0;6
 3/2021;Bndes Cr仕ito Rural;STARA;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;378.000,0;1
 3/2021;Bndes Cr仕ito Rural;STARA;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;400.000,0;1
 3/2021;Bndes Cr仕ito Rural;STARA;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.509.000,0;4
 3/2021;Cr仕ito Cerealistas;BADESUL;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;9.939.198,5;1
 3/2021;PROCAPAGRO Giro;ABC BRASIL;Agricultura Empresarial;Cooperativa;MINAS GERAIS        ;SUDESTE             ;65.000.000,0;1
 3/2021;PROCAPAGRO Giro;ITAU;Agricultura Empresarial;Cooperativa;PARANA              ;SUL                 ;130.000.000,0;2
 3/2021;PRODECOOP;BNDES;Agricultura Empresarial;Cooperativa;PARANA              ;SUL                 ;128.000.000,0;1
 3/2021;PRONAF B;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;BAHIA               ;NORDESTE            ;70.000,0;14
 3/2021;PRONAF B;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PERNAMBUCO          ;NORDESTE            ;33.000,0;7
 3/2021;PRONAF B;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PERNAMBUCO          ;NORDESTE            ;20.000,0;4
 3/2021;PRONAF Caminhonetes e Motos;BANRISUL;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;54.000,0;1
 3/2021;PRONAF Caminhonetes e Motos;BRDE;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;14.985,0;1
 3/2021;PRONAF Caminhonetes e Motos;BRDE;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;54.000,0;1
 3/2021;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;30.496,0;2
 3/2021;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;48.000,0;1
 3/2021;PRONAF Caminhonetes e Motos;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;15.248,0;1
 3/2021;PRONAF Caminhonetes e Motos;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;29.812,0;2
 3/2021;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;32.892,0;2
 3/2021;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;214.511,0;8
 3/2021;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;AMAZONAS            ;NORTE               ;40.800,0;1
 3/2021;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;GOIAS               ;CENTRO OESTE        ;257.645,0;5
 3/2021;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;70.000,0;2
 3/2021;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;3.366.214,9;107
 3/2021;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;210.240,8;4
 3/2021;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RONDONIA            ;NORTE               ;49.182,0;3
 3/2021;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;553.282,0;14
 3/2021;PRONAF Custeio Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PERNAMBUCO          ;NORDESTE            ;15.000,0;1
 3/2021;PRONAF Custeio Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;4.050.572,7;137
 3/2021;PRONAF Custeio Faixa 1;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;2.268.740,3;64
 3/2021;PRONAF Custeio Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MATO GROSSO DO SUL  ;CENTRO OESTE        ;52.000,0;3
 3/2021;PRONAF Custeio Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;5.370.864,8;176
 3/2021;PRONAF Custeio Faixa 1;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;1.583.090,6;33
 3/2021;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;ESPIRITO SANTO      ;SUDESTE             ;60.457,0;3
 3/2021;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;GOIAS               ;CENTRO OESTE        ;250.000,0;2
 3/2021;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;386.278,8;19
 3/2021;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;1.962.990,5;48
 3/2021;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;36.821,3;1
 3/2021;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RONDONIA            ;NORTE               ;551.715,3;18
 3/2021;PRONAF Custeio Faixa 2;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;106.216,0;1
 3/2021;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;BAHIA               ;NORDESTE            ;151.000,0;6
 3/2021;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;1.133.324,3;46
 3/2021;PRONAF Custeio Faixa 2;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;632.694,0;20
 3/2021;PRONAF Custeio Faixa 2;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MATO GROSSO DO SUL  ;CENTRO OESTE        ;266.000,0;3
 3/2021;PRONAF Custeio Faixa 2;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;611.361,4;23
 3/2021;PRONAF Custeio Faixa 2;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;368.300,0;6
 3/2021;PRONAF Investimento Faixa 2;BRDE;Agricultura Familiar;Cooperativa;SANTA CATARINA      ;SUL                 ;6.500.000,0;1
 3/2021;PRONAMP Custeio;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;130.000,0;2
 3/2021;PRONAMP Custeio;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;326.250,0;5
 3/2021;PRONAMP Custeio;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;5.601.338,7;49
 3/2021;PRONAMP Custeio;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;873.268,0;6
 3/2021;PRONAMP Custeio;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;172.387,0;4
 3/2021;PRONAMP Custeio;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;899.207,5;12
 3/2021;PRONAMP Custeio;CRESOL SC-RS;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.531.384,5;20
 3/2021;PRONAMP Custeio;CRESOL SC-RS;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;771.000,0;9
 3/2021;PRONAMP Custeio;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;299.411,4;2
 3/2021;PRONAMP Custeio;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;373.314,6;9
 3/2021;PRONAMP Custeio;CRESOL SICOPER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;182.000,0;4
 3/2021;PRONAMP Investimento;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;2.194.090,4;6
 3/2021;PRONAMP Investimento;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;3.105.400,0;10
 3/2021;PRONAMP Investimento;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PARAIBA             ;NORDESTE            ;427.520,0;1
